"","X","Y","SITE","SUBSITE","PLOT","YEAR","PlotN","SPP","max_heights_cm","SubsitePlotYearXY"
"536",9,2,"QHI","HE",1,2014,"HE1","Salix pulchra",25.1,"HE1201492"
"537",10,2,"QHI","HE",1,2014,"HE1","Salix pulchra",35.6,"HE12014102"
"538",3,3,"QHI","HE",1,2014,"HE1","Salix pulchra",8.9,"HE1201433"
"539",4,3,"QHI","HE",1,2014,"HE1","Salix pulchra",38.5,"HE1201443"
"540",3,4,"QHI","HE",1,2014,"HE1","Salix pulchra",38.2,"HE1201434"
"541",10,4,"QHI","HE",1,2014,"HE1","Salix pulchra",6.4,"HE12014104"
"542",1,5,"QHI","HE",1,2014,"HE1","Salix pulchra",38.6,"HE1201415"
"543",6,5,"QHI","HE",1,2014,"HE1","Salix pulchra",4.3,"HE1201465"
"544",10,5,"QHI","HE",1,2014,"HE1","Salix pulchra",7.3,"HE12014105"
"545",5,6,"QHI","HE",1,2014,"HE1","Salix pulchra",11.4,"HE1201456"
"546",8,6,"QHI","HE",1,2014,"HE1","Salix pulchra",13.6,"HE1201486"
"547",8,7,"QHI","HE",1,2014,"HE1","Salix pulchra",19.7,"HE1201487"
"548",9,7,"QHI","HE",1,2014,"HE1","Salix pulchra",10.7,"HE1201497"
"549",8,8,"QHI","HE",1,2014,"HE1","Salix pulchra",13.6,"HE1201488"
"550",9,8,"QHI","HE",1,2014,"HE1","Salix pulchra",9.6,"HE1201498"
"551",10,8,"QHI","HE",1,2014,"HE1","Salix pulchra",14.9,"HE12014108"
"552",8,9,"QHI","HE",1,2014,"HE1","Salix pulchra",16.5,"HE1201489"
"553",10,10,"QHI","HE",1,2014,"HE1","Salix pulchra",38.6,"HE120141010"
"554",3,1,"QHI","HE",2,2014,"HE2","Salix pulchra",24.1,"HE2201431"
"555",4,1,"QHI","HE",2,2014,"HE2","Salix pulchra",24.1,"HE2201441"
"556",5,1,"QHI","HE",2,2014,"HE2","Salix pulchra",34,"HE2201451"
"557",6,1,"QHI","HE",2,2014,"HE2","Salix pulchra",37.9,"HE2201461"
"558",9,1,"QHI","HE",2,2014,"HE2","Salix pulchra",8.8,"HE2201491"
"559",6,2,"QHI","HE",2,2014,"HE2","Salix pulchra",37.7,"HE2201462"
"560",1,3,"QHI","HE",2,2014,"HE2","Salix pulchra",3.8,"HE2201413"
"561",2,3,"QHI","HE",2,2014,"HE2","Salix pulchra",5,"HE2201423"
"562",3,3,"QHI","HE",2,2014,"HE2","Salix pulchra",36.2,"HE2201433"
"563",4,3,"QHI","HE",2,2014,"HE2","Salix pulchra",34.9,"HE2201443"
"564",2,4,"QHI","HE",2,2014,"HE2","Salix pulchra",8.7,"HE2201424"
"565",4,4,"QHI","HE",2,2014,"HE2","Salix pulchra",38.4,"HE2201444"
"566",2,5,"QHI","HE",2,2014,"HE2","Salix pulchra",9.6,"HE2201425"
"567",3,5,"QHI","HE",2,2014,"HE2","Salix pulchra",9.1,"HE2201435"
"568",4,5,"QHI","HE",2,2014,"HE2","Salix pulchra",6,"HE2201445"
"569",5,5,"QHI","HE",2,2014,"HE2","Salix pulchra",38,"HE2201455"
"570",3,6,"QHI","HE",2,2014,"HE2","Salix pulchra",5,"HE2201436"
"571",3,7,"QHI","HE",2,2014,"HE2","Salix pulchra",7.3,"HE2201437"
"572",10,7,"QHI","HE",2,2014,"HE2","Salix pulchra",4,"HE22014107"
"573",2,8,"QHI","HE",2,2014,"HE2","Salix pulchra",5.9,"HE2201428"
"574",3,8,"QHI","HE",2,2014,"HE2","Salix pulchra",25.4,"HE2201438"
"575",10,8,"QHI","HE",2,2014,"HE2","Salix pulchra",5.6,"HE22014108"
"576",2,9,"QHI","HE",2,2014,"HE2","Salix pulchra",37.6,"HE2201429"
"577",3,9,"QHI","HE",2,2014,"HE2","Salix pulchra",4.2,"HE2201439"
"578",5,9,"QHI","HE",2,2014,"HE2","Salix pulchra",36.4,"HE2201459"
"579",8,9,"QHI","HE",2,2014,"HE2","Salix pulchra",37,"HE2201489"
"580",9,9,"QHI","HE",2,2014,"HE2","Salix pulchra",10.5,"HE2201499"
"581",10,9,"QHI","HE",2,2014,"HE2","Salix pulchra",38.5,"HE22014109"
"582",1,10,"QHI","HE",2,2014,"HE2","Salix pulchra",7.6,"HE22014110"
"583",2,10,"QHI","HE",2,2014,"HE2","Salix pulchra",4.1,"HE22014210"
"584",7,10,"QHI","HE",2,2014,"HE2","Salix pulchra",17,"HE22014710"
"585",8,10,"QHI","HE",2,2014,"HE2","Salix pulchra",7.7,"HE22014810"
"586",9,10,"QHI","HE",2,2014,"HE2","Salix pulchra",36.8,"HE22014910"
"587",1,1,"QHI","HE",2,2014,"HE2","Salix pulchra",30.3,"HE2201411"
"588",7,1,"QHI","HE",2,2014,"HE2","Salix pulchra",34.6,"HE2201471"
"589",8,1,"QHI","HE",2,2014,"HE2","Salix pulchra",36.5,"HE2201481"
"590",5,2,"QHI","HE",2,2014,"HE2","Salix pulchra",34.6,"HE2201452"
"591",3,4,"QHI","HE",2,2014,"HE2","Salix pulchra",36.4,"HE2201434"
"592",1,9,"QHI","HE",2,2014,"HE2","Salix pulchra",37,"HE2201419"
"593",1,1,"QHI","HE",3,2014,"HE3","Salix pulchra",37.7,"HE3201411"
"594",2,1,"QHI","HE",3,2014,"HE3","Salix pulchra",17.9,"HE3201421"
"595",3,1,"QHI","HE",3,2014,"HE3","Salix pulchra",7.3,"HE3201431"
"596",9,1,"QHI","HE",3,2014,"HE3","Salix pulchra",9.3,"HE3201491"
"597",9,3,"QHI","HE",3,2014,"HE3","Salix pulchra",11.1,"HE3201493"
"598",8,4,"QHI","HE",3,2014,"HE3","Salix pulchra",6.7,"HE3201484"
"599",7,5,"QHI","HE",3,2014,"HE3","Salix pulchra",12.2,"HE3201475"
"600",10,5,"QHI","HE",3,2014,"HE3","Salix pulchra",35.3,"HE32014105"
"601",6,6,"QHI","HE",3,2014,"HE3","Salix pulchra",9.2,"HE3201466"
"602",10,6,"QHI","HE",3,2014,"HE3","Salix pulchra",37,"HE32014106"
"603",1,7,"QHI","HE",3,2014,"HE3","Salix pulchra",34.6,"HE3201417"
"604",7,7,"QHI","HE",3,2014,"HE3","Salix pulchra",5.7,"HE3201477"
"605",8,7,"QHI","HE",3,2014,"HE3","Salix pulchra",37.5,"HE3201487"
"606",10,7,"QHI","HE",3,2014,"HE3","Salix pulchra",37.7,"HE32014107"
"607",7,8,"QHI","HE",3,2014,"HE3","Salix pulchra",31,"HE3201478"
"608",7,10,"QHI","HE",3,2014,"HE3","Salix pulchra",5.4,"HE32014710"
"609",8,10,"QHI","HE",3,2014,"HE3","Salix pulchra",36.5,"HE32014810"
"610",9,10,"QHI","HE",3,2014,"HE3","Salix pulchra",39.2,"HE32014910"
"611",7,9,"QHI","HE",3,2014,"HE3","Salix pulchra",34.4,"HE3201479"
"612",1,1,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201411"
"613",2,1,"QHI","HE",4,2014,"HE4","Salix pulchra",36.8,"HE4201421"
"614",4,1,"QHI","HE",4,2014,"HE4","Salix pulchra",6.8,"HE4201441"
"615",6,1,"QHI","HE",4,2014,"HE4","Salix pulchra",38.7,"HE4201461"
"616",7,1,"QHI","HE",4,2014,"HE4","Salix pulchra",30.9,"HE4201471"
"617",1,2,"QHI","HE",4,2014,"HE4","Salix pulchra",14.7,"HE4201412"
"618",2,2,"QHI","HE",4,2014,"HE4","Salix pulchra",15.1,"HE4201422"
"619",3,2,"QHI","HE",4,2014,"HE4","Salix pulchra",38.6,"HE4201432"
"620",4,2,"QHI","HE",4,2014,"HE4","Salix pulchra",37.8,"HE4201442"
"621",6,2,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201462"
"622",1,3,"QHI","HE",4,2014,"HE4","Salix pulchra",6.8,"HE4201413"
"623",3,3,"QHI","HE",4,2014,"HE4","Salix pulchra",9.3,"HE4201433"
"624",7,3,"QHI","HE",4,2014,"HE4","Salix pulchra",11.8,"HE4201473"
"625",10,3,"QHI","HE",4,2014,"HE4","Salix pulchra",39,"HE42014103"
"626",1,4,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201414"
"627",2,4,"QHI","HE",4,2014,"HE4","Salix pulchra",6.1,"HE4201424"
"628",8,4,"QHI","HE",4,2014,"HE4","Salix pulchra",4.3,"HE4201484"
"629",10,4,"QHI","HE",4,2014,"HE4","Salix pulchra",37,"HE42014104"
"630",1,5,"QHI","HE",4,2014,"HE4","Salix pulchra",38.6,"HE4201415"
"631",7,5,"QHI","HE",4,2014,"HE4","Salix pulchra",4.4,"HE4201475"
"632",8,5,"QHI","HE",4,2014,"HE4","Salix pulchra",5.7,"HE4201485"
"633",1,6,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201416"
"634",6,6,"QHI","HE",4,2014,"HE4","Salix pulchra",5.7,"HE4201466"
"635",8,6,"QHI","HE",4,2014,"HE4","Salix pulchra",23.6,"HE4201486"
"636",3,7,"QHI","HE",4,2014,"HE4","Salix pulchra",7.7,"HE4201437"
"637",6,7,"QHI","HE",4,2014,"HE4","Salix pulchra",35.9,"HE4201467"
"638",9,7,"QHI","HE",4,2014,"HE4","Salix pulchra",34.9,"HE4201497"
"639",2,8,"QHI","HE",4,2014,"HE4","Salix pulchra",36.8,"HE4201428"
"640",3,8,"QHI","HE",4,2014,"HE4","Salix pulchra",37.5,"HE4201438"
"641",1,9,"QHI","HE",4,2014,"HE4","Salix pulchra",30.9,"HE4201419"
"642",2,9,"QHI","HE",4,2014,"HE4","Salix pulchra",38.8,"HE4201429"
"643",3,9,"QHI","HE",4,2014,"HE4","Salix pulchra",38.3,"HE4201439"
"644",4,9,"QHI","HE",4,2014,"HE4","Salix pulchra",4.1,"HE4201449"
"645",2,10,"QHI","HE",4,2014,"HE4","Salix pulchra",38,"HE42014210"
"646",3,10,"QHI","HE",4,2014,"HE4","Salix pulchra",10.9,"HE42014310"
"647",4,10,"QHI","HE",4,2014,"HE4","Salix pulchra",6.2,"HE42014410"
"648",10,1,"QHI","HE",4,2014,"HE4","Salix pulchra",33.7,"HE42014101"
"649",9,3,"QHI","HE",4,2014,"HE4","Salix pulchra",38.6,"HE4201493"
"650",2,6,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201426"
"651",1,7,"QHI","HE",4,2014,"HE4","Salix pulchra",39.1,"HE4201417"
"652",2,7,"QHI","HE",4,2014,"HE4","Salix pulchra",10.4,"HE4201427"
"653",8,7,"QHI","HE",4,2014,"HE4","Salix pulchra",37.1,"HE4201487"
"654",5,8,"QHI","HE",4,2014,"HE4","Salix pulchra",NA,"HE4201458"
"655",1,3,"QHI","HE",5,2014,"HE5","Salix pulchra",5.2,"HE5201413"
"656",3,3,"QHI","HE",5,2014,"HE5","Salix pulchra",4,"HE5201433"
"657",1,4,"QHI","HE",5,2014,"HE5","Salix pulchra",11.4,"HE5201414"
"658",2,4,"QHI","HE",5,2014,"HE5","Salix pulchra",14.9,"HE5201424"
"659",3,4,"QHI","HE",5,2014,"HE5","Salix pulchra",27,"HE5201434"
"660",8,4,"QHI","HE",5,2014,"HE5","Salix pulchra",35.8,"HE5201484"
"661",4,5,"QHI","HE",5,2014,"HE5","Salix pulchra",5.6,"HE5201445"
"662",5,5,"QHI","HE",5,2014,"HE5","Salix pulchra",39.3,"HE5201455"
"663",7,5,"QHI","HE",5,2014,"HE5","Salix pulchra",36.6,"HE5201475"
"664",8,5,"QHI","HE",5,2014,"HE5","Salix pulchra",30.2,"HE5201485"
"665",9,5,"QHI","HE",5,2014,"HE5","Salix pulchra",37.6,"HE5201495"
"666",5,6,"QHI","HE",5,2014,"HE5","Salix pulchra",38.8,"HE5201456"
"667",6,6,"QHI","HE",5,2014,"HE5","Salix pulchra",37,"HE5201466"
"668",10,6,"QHI","HE",5,2014,"HE5","Salix pulchra",7.1,"HE52014106"
"669",5,7,"QHI","HE",5,2014,"HE5","Salix pulchra",36.6,"HE5201457"
"670",6,7,"QHI","HE",5,2014,"HE5","Salix pulchra",37.6,"HE5201467"
"671",9,7,"QHI","HE",5,2014,"HE5","Salix pulchra",34.8,"HE5201497"
"672",10,7,"QHI","HE",5,2014,"HE5","Salix pulchra",36.6,"HE52014107"
"673",3,9,"QHI","HE",5,2014,"HE5","Salix pulchra",2.9,"HE5201439"
"674",2,10,"QHI","HE",5,2014,"HE5","Salix pulchra",5.9,"HE52014210"
"675",3,10,"QHI","HE",5,2014,"HE5","Salix pulchra",2.6,"HE52014310"
"676",9,8,"QHI","HE",5,2014,"HE5","Salix pulchra",38.3,"HE5201498"
"677",3,1,"QHI","HE",6,2014,"HE6","Salix pulchra",17.4,"HE6201431"
"678",6,1,"QHI","HE",6,2014,"HE6","Salix pulchra",37.6,"HE6201461"
"679",7,1,"QHI","HE",6,2014,"HE6","Salix pulchra",34.5,"HE6201471"
"680",9,1,"QHI","HE",6,2014,"HE6","Salix pulchra",36.2,"HE6201491"
"681",10,1,"QHI","HE",6,2014,"HE6","Salix pulchra",2.7,"HE62014101"
"682",3,2,"QHI","HE",6,2014,"HE6","Salix pulchra",10.7,"HE6201432"
"683",4,2,"QHI","HE",6,2014,"HE6","Salix pulchra",7.1,"HE6201442"
"684",8,2,"QHI","HE",6,2014,"HE6","Salix pulchra",25.1,"HE6201482"
"685",9,2,"QHI","HE",6,2014,"HE6","Salix pulchra",9.6,"HE6201492"
"686",10,2,"QHI","HE",6,2014,"HE6","Salix pulchra",38.8,"HE62014102"
"687",1,3,"QHI","HE",6,2014,"HE6","Salix pulchra",37.7,"HE6201413"
"688",2,3,"QHI","HE",6,2014,"HE6","Salix pulchra",6.6,"HE6201423"
"689",3,3,"QHI","HE",6,2014,"HE6","Salix pulchra",34.7,"HE6201433"
"690",2,4,"QHI","HE",6,2014,"HE6","Salix pulchra",36.9,"HE6201424"
"691",5,4,"QHI","HE",6,2014,"HE6","Salix pulchra",38.5,"HE6201454"
"692",10,4,"QHI","HE",6,2014,"HE6","Salix pulchra",34.3,"HE62014104"
"693",6,5,"QHI","HE",6,2014,"HE6","Salix pulchra",7.1,"HE6201465"
"694",1,6,"QHI","HE",6,2014,"HE6","Salix pulchra",35.7,"HE6201416"
"695",2,6,"QHI","HE",6,2014,"HE6","Salix pulchra",39.2,"HE6201426"
"696",4,6,"QHI","HE",6,2014,"HE6","Salix pulchra",37.8,"HE6201446"
"697",5,6,"QHI","HE",6,2014,"HE6","Salix pulchra",3.3,"HE6201456"
"698",6,6,"QHI","HE",6,2014,"HE6","Salix pulchra",36.8,"HE6201466"
"699",7,6,"QHI","HE",6,2014,"HE6","Salix pulchra",39.3,"HE6201476"
"700",8,6,"QHI","HE",6,2014,"HE6","Salix pulchra",38.8,"HE6201486"
"701",4,7,"QHI","HE",6,2014,"HE6","Salix pulchra",11.6,"HE6201447"
"702",5,7,"QHI","HE",6,2014,"HE6","Salix pulchra",8.5,"HE6201457"
"703",6,7,"QHI","HE",6,2014,"HE6","Salix pulchra",10.7,"HE6201467"
"704",7,7,"QHI","HE",6,2014,"HE6","Salix pulchra",39.2,"HE6201477"
"705",9,7,"QHI","HE",6,2014,"HE6","Salix pulchra",4.2,"HE6201497"
"706",10,7,"QHI","HE",6,2014,"HE6","Salix pulchra",7.5,"HE62014107"
"707",3,8,"QHI","HE",6,2014,"HE6","Salix pulchra",33.9,"HE6201438"
"708",4,8,"QHI","HE",6,2014,"HE6","Salix pulchra",9.4,"HE6201448"
"709",6,8,"QHI","HE",6,2014,"HE6","Salix pulchra",39.3,"HE6201468"
"710",9,8,"QHI","HE",6,2014,"HE6","Salix pulchra",8.7,"HE6201498"
"711",3,9,"QHI","HE",6,2014,"HE6","Salix pulchra",7.7,"HE6201439"
"712",5,9,"QHI","HE",6,2014,"HE6","Salix pulchra",38.3,"HE6201459"
"713",8,9,"QHI","HE",6,2014,"HE6","Salix pulchra",38.1,"HE6201489"
"714",1,10,"QHI","HE",6,2014,"HE6","Salix pulchra",38.1,"HE62014110"
"715",2,10,"QHI","HE",6,2014,"HE6","Salix pulchra",38.8,"HE62014210"
"716",6,10,"QHI","HE",6,2014,"HE6","Salix pulchra",36.1,"HE62014610"
"717",7,10,"QHI","HE",6,2014,"HE6","Salix pulchra",6.1,"HE62014710"
"718",9,10,"QHI","HE",6,2014,"HE6","Salix pulchra",9.5,"HE62014910"
"719",8,1,"QHI","HE",6,2014,"HE6","Salix pulchra",38.9,"HE6201481"
"720",6,2,"QHI","HE",6,2014,"HE6","Salix pulchra",38.8,"HE6201462"
"721",9,3,"QHI","HE",6,2014,"HE6","Salix pulchra",37.8,"HE6201493"
"722",5,5,"QHI","HE",6,2014,"HE6","Salix pulchra",34.2,"HE6201455"
"723",9,9,"QHI","HE",6,2014,"HE6","Salix pulchra",9.4,"HE6201499"
"724",8,1,"QHI","HE",1,2015,"HE1","Salix pulchra",15.3,"HE1201581"
"725",9,1,"QHI","HE",1,2015,"HE1","Salix pulchra",8.9,"HE1201591"
"726",10,1,"QHI","HE",1,2015,"HE1","Salix pulchra",38.3,"HE12015101"
"727",4,2,"QHI","HE",1,2015,"HE1","Salix pulchra",37.3,"HE1201542"
"728",3,3,"QHI","HE",1,2015,"HE1","Salix pulchra",2.7,"HE1201533"
"729",10,3,"QHI","HE",1,2015,"HE1","Salix pulchra",2.5,"HE12015103"
"730",4,4,"QHI","HE",1,2015,"HE1","Salix pulchra",36.5,"HE1201544"
"731",10,4,"QHI","HE",1,2015,"HE1","Salix pulchra",4.5,"HE12015104"
"732",6,5,"QHI","HE",1,2015,"HE1","Salix pulchra",11.4,"HE1201565"
"733",10,5,"QHI","HE",1,2015,"HE1","Salix pulchra",37.5,"HE12015105"
"734",5,6,"QHI","HE",1,2015,"HE1","Salix pulchra",6.8,"HE1201556"
"735",8,6,"QHI","HE",1,2015,"HE1","Salix pulchra",7.8,"HE1201586"
"736",5,7,"QHI","HE",1,2015,"HE1","Salix pulchra",11.1,"HE1201557"
"737",7,7,"QHI","HE",1,2015,"HE1","Salix pulchra",7.8,"HE1201577"
"738",9,7,"QHI","HE",1,2015,"HE1","Salix pulchra",15.6,"HE1201597"
"739",10,7,"QHI","HE",1,2015,"HE1","Salix pulchra",11.7,"HE12015107"
"740",8,8,"QHI","HE",1,2015,"HE1","Salix pulchra",20,"HE1201588"
"741",9,8,"QHI","HE",1,2015,"HE1","Salix pulchra",20.1,"HE1201598"
"742",10,8,"QHI","HE",1,2015,"HE1","Salix pulchra",3.6,"HE12015108"
"743",8,9,"QHI","HE",1,2015,"HE1","Salix pulchra",9.5,"HE1201589"
"744",9,9,"QHI","HE",1,2015,"HE1","Salix pulchra",12.4,"HE1201599"
"745",5,3,"QHI","HE",1,2015,"HE1","Salix pulchra",36.6,"HE1201553"
"746",6,6,"QHI","HE",1,2015,"HE1","Salix pulchra",15.9,"HE1201566"
"747",8,7,"QHI","HE",1,2015,"HE1","Salix pulchra",12.4,"HE1201587"
"748",1,1,"QHI","HE",2,2015,"HE2","Salix pulchra",34.4,"HE2201511"
"749",10,1,"QHI","HE",2,2015,"HE2","Salix pulchra",35.4,"HE22015101"
"750",1,3,"QHI","HE",2,2015,"HE2","Salix pulchra",6.4,"HE2201513"
"751",3,3,"QHI","HE",2,2015,"HE2","Salix pulchra",34,"HE2201533"
"752",2,4,"QHI","HE",2,2015,"HE2","Salix pulchra",7,"HE2201524"
"753",3,4,"QHI","HE",2,2015,"HE2","Salix pulchra",37.8,"HE2201534"
"754",4,4,"QHI","HE",2,2015,"HE2","Salix pulchra",37.8,"HE2201544"
"755",8,4,"QHI","HE",2,2015,"HE2","Salix pulchra",38.7,"HE2201584"
"756",2,5,"QHI","HE",2,2015,"HE2","Salix pulchra",14.3,"HE2201525"
"757",3,5,"QHI","HE",2,2015,"HE2","Salix pulchra",37.9,"HE2201535"
"758",5,5,"QHI","HE",2,2015,"HE2","Salix pulchra",13.8,"HE2201555"
"759",1,6,"QHI","HE",2,2015,"HE2","Salix pulchra",26.1,"HE2201516"
"760",3,6,"QHI","HE",2,2015,"HE2","Salix pulchra",36.6,"HE2201536"
"761",4,6,"QHI","HE",2,2015,"HE2","Salix pulchra",38,"HE2201546"
"762",2,7,"QHI","HE",2,2015,"HE2","Salix pulchra",12.4,"HE2201527"
"763",9,7,"QHI","HE",2,2015,"HE2","Salix pulchra",6,"HE2201597"
"764",10,7,"QHI","HE",2,2015,"HE2","Salix pulchra",5.3,"HE22015107"
"765",1,8,"QHI","HE",2,2015,"HE2","Salix pulchra",20.3,"HE2201518"
"766",2,8,"QHI","HE",2,2015,"HE2","Salix pulchra",19.9,"HE2201528"
"767",8,8,"QHI","HE",2,2015,"HE2","Salix pulchra",35.7,"HE2201588"
"768",9,8,"QHI","HE",2,2015,"HE2","Salix pulchra",12.2,"HE2201598"
"769",10,8,"QHI","HE",2,2015,"HE2","Salix pulchra",4.3,"HE22015108"
"770",1,9,"QHI","HE",2,2015,"HE2","Salix pulchra",6.7,"HE2201519"
"771",2,9,"QHI","HE",2,2015,"HE2","Salix pulchra",7.1,"HE2201529"
"772",5,9,"QHI","HE",2,2015,"HE2","Salix pulchra",6.7,"HE2201559"
"773",6,9,"QHI","HE",2,2015,"HE2","Salix pulchra",30.9,"HE2201569"
"774",7,9,"QHI","HE",2,2015,"HE2","Salix pulchra",3.9,"HE2201579"
"775",8,9,"QHI","HE",2,2015,"HE2","Salix pulchra",37,"HE2201589"
"776",1,10,"QHI","HE",2,2015,"HE2","Salix pulchra",9.2,"HE22015110"
"777",6,10,"QHI","HE",2,2015,"HE2","Salix pulchra",16,"HE22015610"
"778",8,10,"QHI","HE",2,2015,"HE2","Salix pulchra",8.4,"HE22015810"
"779",4,3,"QHI","HE",2,2015,"HE2","Salix pulchra",36,"HE2201543"
"780",7,10,"QHI","HE",2,2015,"HE2","Salix pulchra",24.3,"HE22015710"
"781",1,1,"QHI","HE",3,2015,"HE3","Salix pulchra",36.8,"HE3201511"
"782",7,1,"QHI","HE",3,2015,"HE3","Salix pulchra",12.1,"HE3201571"
"783",9,1,"QHI","HE",3,2015,"HE3","Salix pulchra",36.2,"HE3201591"
"784",10,1,"QHI","HE",3,2015,"HE3","Salix pulchra",36.6,"HE32015101"
"785",9,3,"QHI","HE",3,2015,"HE3","Salix pulchra",10.1,"HE3201593"
"786",9,4,"QHI","HE",3,2015,"HE3","Salix pulchra",8.8,"HE3201594"
"787",10,5,"QHI","HE",3,2015,"HE3","Salix pulchra",15.4,"HE32015105"
"788",1,6,"QHI","HE",3,2015,"HE3","Salix pulchra",5.9,"HE3201516"
"789",6,6,"QHI","HE",3,2015,"HE3","Salix pulchra",14.9,"HE3201566"
"790",7,7,"QHI","HE",3,2015,"HE3","Salix pulchra",11.4,"HE3201577"
"791",9,7,"QHI","HE",3,2015,"HE3","Salix pulchra",10.1,"HE3201597"
"792",7,8,"QHI","HE",3,2015,"HE3","Salix pulchra",28.7,"HE3201578"
"793",7,9,"QHI","HE",3,2015,"HE3","Salix pulchra",10,"HE3201579"
"794",7,10,"QHI","HE",3,2015,"HE3","Salix pulchra",21.2,"HE32015710"
"795",8,10,"QHI","HE",3,2015,"HE3","Salix pulchra",5.2,"HE32015810"
"796",9,10,"QHI","HE",3,2015,"HE3","Salix pulchra",3.2,"HE32015910"
"797",10,10,"QHI","HE",3,2015,"HE3","Salix pulchra",37.2,"HE320151010"
"798",8,3,"QHI","HE",3,2015,"HE3","Salix pulchra",10.2,"HE3201583"
"799",1,1,"QHI","HE",4,2015,"HE4","Salix pulchra",16.1,"HE4201511"
"800",2,1,"QHI","HE",4,2015,"HE4","Salix pulchra",9.2,"HE4201521"
"801",3,1,"QHI","HE",4,2015,"HE4","Salix pulchra",7.5,"HE4201531"
"802",5,1,"QHI","HE",4,2015,"HE4","Salix pulchra",14,"HE4201551"
"803",6,1,"QHI","HE",4,2015,"HE4","Salix pulchra",5.6,"HE4201561"
"804",9,1,"QHI","HE",4,2015,"HE4","Salix pulchra",9.6,"HE4201591"
"805",1,2,"QHI","HE",4,2015,"HE4","Salix pulchra",11.7,"HE4201512"
"806",3,2,"QHI","HE",4,2015,"HE4","Salix pulchra",11.6,"HE4201532"
"807",7,2,"QHI","HE",4,2015,"HE4","Salix pulchra",36.8,"HE4201572"
"808",9,2,"QHI","HE",4,2015,"HE4","Salix pulchra",10.4,"HE4201592"
"809",7,3,"QHI","HE",4,2015,"HE4","Salix pulchra",7.4,"HE4201573"
"810",7,4,"QHI","HE",4,2015,"HE4","Salix pulchra",5.9,"HE4201574"
"811",10,4,"QHI","HE",4,2015,"HE4","Salix pulchra",37.5,"HE42015104"
"812",1,5,"QHI","HE",4,2015,"HE4","Salix pulchra",38.9,"HE4201515"
"813",2,5,"QHI","HE",4,2015,"HE4","Salix pulchra",20.4,"HE4201525"
"814",7,5,"QHI","HE",4,2015,"HE4","Salix pulchra",15.6,"HE4201575"
"815",10,5,"QHI","HE",4,2015,"HE4","Salix pulchra",3.8,"HE42015105"
"816",3,6,"QHI","HE",4,2015,"HE4","Salix pulchra",38.2,"HE4201536"
"817",3,7,"QHI","HE",4,2015,"HE4","Salix pulchra",38.3,"HE4201537"
"818",6,7,"QHI","HE",4,2015,"HE4","Salix pulchra",37.7,"HE4201567"
"819",8,7,"QHI","HE",4,2015,"HE4","Salix pulchra",38.5,"HE4201587"
"820",1,8,"QHI","HE",4,2015,"HE4","Salix pulchra",38.9,"HE4201518"
"821",4,9,"QHI","HE",4,2015,"HE4","Salix pulchra",37,"HE4201549"
"822",1,10,"QHI","HE",4,2015,"HE4","Salix pulchra",11.6,"HE42015110"
"823",3,10,"QHI","HE",4,2015,"HE4","Salix pulchra",8,"HE42015310"
"824",4,10,"QHI","HE",4,2015,"HE4","Salix pulchra",5.2,"HE42015410"
"825",10,10,"QHI","HE",4,2015,"HE4","Salix pulchra",38.8,"HE420151010"
"826",5,2,"QHI","HE",4,2015,"HE4","Salix pulchra",15.4,"HE4201552"
"827",1,6,"QHI","HE",4,2015,"HE4","Salix pulchra",39.2,"HE4201516"
"828",2,6,"QHI","HE",4,2015,"HE4","Salix pulchra",35.4,"HE4201526"
"829",9,7,"QHI","HE",4,2015,"HE4","Salix pulchra",35.4,"HE4201597"
"830",10,7,"QHI","HE",4,2015,"HE4","Salix pulchra",1.3,"HE42015107"
"831",2,8,"QHI","HE",4,2015,"HE4","Salix pulchra",35.4,"HE4201528"
"832",3,8,"QHI","HE",4,2015,"HE4","Salix pulchra",35.9,"HE4201538"
"833",5,10,"QHI","HE",4,2015,"HE4","Salix pulchra",37.9,"HE42015510"
"834",2,1,"QHI","HE",5,2015,"HE5","Salix pulchra",35.5,"HE5201521"
"835",4,1,"QHI","HE",5,2015,"HE5","Salix pulchra",3.5,"HE5201541"
"836",6,1,"QHI","HE",5,2015,"HE5","Salix pulchra",36.6,"HE5201561"
"837",10,1,"QHI","HE",5,2015,"HE5","Salix pulchra",38.7,"HE52015101"
"838",1,2,"QHI","HE",5,2015,"HE5","Salix pulchra",38.8,"HE5201512"
"839",9,2,"QHI","HE",5,2015,"HE5","Salix pulchra",9.6,"HE5201592"
"840",1,3,"QHI","HE",5,2015,"HE5","Salix pulchra",36.9,"HE5201513"
"841",3,3,"QHI","HE",5,2015,"HE5","Salix pulchra",38.5,"HE5201533"
"842",1,4,"QHI","HE",5,2015,"HE5","Salix pulchra",11.9,"HE5201514"
"843",2,4,"QHI","HE",5,2015,"HE5","Salix pulchra",17.7,"HE5201524"
"844",3,4,"QHI","HE",5,2015,"HE5","Salix pulchra",6.8,"HE5201534"
"845",9,4,"QHI","HE",5,2015,"HE5","Salix pulchra",38,"HE5201594"
"846",6,5,"QHI","HE",5,2015,"HE5","Salix pulchra",38.8,"HE5201565"
